Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MT,ArcelorMittal,8.34,$25.5B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt
ARH^C,Arch Capital Group Ltd.,25.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c
ARCH,"Arch Coal, Inc.",83.53,$2.09B,2016,Energy,Coal Mining,http://www.nasdaq.com/symbol/arch
ADM,Archer-Daniels-Midland Company,44.68,$25.71B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm
AROC,"Archrock, Inc.",14,$974.77M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aroc
ARNC,Arconic Inc.,20.32,$8.91B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arnc
ARNC^B,Arconic Inc.,33.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arnc^b
ARCO,Arcos Dorados Holdings Inc.,5.9,$1.24B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco
ASC,Ardmore Shipping Corporation,6.95,$233.35M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.33,$202.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc
ARU,Ares Capital Corporation,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aru
ACRE,Ares Commercial Real Estate Corporation,14.02,$399.33M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",14.76,$346.58M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,17,$3.6B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares
ARES^A,Ares Management L.P.,25.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",65.75,$988.38M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx
ANET,"Arista Networks, Inc.",93.86,$6.59B,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,16.59,$382.1M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai
AIC,Arlington Asset Investment Corp,22.7865,n/a,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,23.4767,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw
AHH,"Armada Hoffler Properties, Inc.",14.47,$527.08M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",22.5,$827.03M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",24.3025,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",23.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",19.08,$530.94M,2016,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,42.75,$2.36B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",69.38,$6.22B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,49.82,$8.87B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,30.25,$2.25B,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,11.02,$212.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,61.25,$1.36B,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg
AHP,"Ashford Hospitality Prime, Inc.",13.87,$360.19M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp
AHP^B,"Ashford Hospitality Prime, Inc.",22.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahp^b
AHT,Ashford Hospitality Trust Inc,7.45,$716.53M,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht
AHT^A,Ashford Hospitality Trust Inc,25.189,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^a
AHT^D,Ashford Hospitality Trust Inc,24.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,22.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,22.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^g
ASH,Ashland Global Holdings Inc.,112.17,$6.97B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash
APB,"Asia Pacific Fund, Inc. (The)",10.21,$105.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,"Asia Tigers Fund, Inc. (The)",9.4,$32.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,"Aspen Aerogels, Inc.",4.14,$96.74M,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,53.05,$3.19B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl
AHL^A.CL,Aspen Insurance Holdings Limited,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^a.cl
AHL^B,Aspen Insurance Holdings Limited,25.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^b
AHL^C,Aspen Insurance Holdings Limited,25.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,22.2428,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,23.95,$3.6B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,24.9521,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,20.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^d
AC,"Associated Capital Group, Inc.",34,$861.6M,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",88.89,$5.07B,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz
AGO,Assured Guaranty Ltd.,37.64,$4.91B,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,24.9649,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,24.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f
AF,Astoria Financial Corporation,17.32,$1.76B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af
AF^C,Astoria Financial Corporation,25.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c
AZN,Astrazeneca PLC,26.01,$65.81B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,14.13,$852.98M,2016,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/home
T,AT&T Inc.,39.35,$241.65B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t
ATTO,Atento S.A.,8.45,$623.49M,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto
ATKR,Atkore International Group Inc.,19.82,$1.24B,2016,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.65,$306.43M,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,71.06,$7.39B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato
ATW,"Atwood Oceanics, Inc.",11.34,$734.9M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw
AUO,AU Optronics Corp,3.55,$3.42B,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,28.15,$3.18B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",106.34,$9.38B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",46.86,$4.73B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",779.81,$22.51B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,"AvalonBay Communities, Inc.",164.2,$22.55B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",36.17,$11.18B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr
ACP,Avenue Income Credit Strategies Fund,13.17,$172.19M,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,Avery Dennison Corporation,73.21,$6.52B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,8.4,$1.05B,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,40.73,$2.61B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
AV,Aviva plc,11.86,$24.06B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/av
AVT,"Avnet, Inc.",46.69,$5.96B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt
AVP,"Avon Products, Inc.",5.72,$2.5B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,15.42,$2.58B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,26.52,$6.38B,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,62.95,$5.57B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXS^C,Axis Capital Holdings Limited,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^c
AXS^D,Axis Capital Holdings Limited,22.685,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,21.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^e
AXON          ,Axovant Sciences Ltd.,14.31,$1.42B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon
AZRE,Azure Power Global Limited,17.85,$462.6M,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,66.3,$1.72B,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",43.7,$2.9B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,Babcock,16.74,$814.99M,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,18.62,$373.48M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",36.75,$1.07B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHI,Baker Hughes Incorporated,66.89,$28.28B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhi
BBN,BalckRock Taxable Municipal Bond Trust,21.94,$1.25B,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,74.2,$12.97B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BGE^B,Baltimore Gas & Electric Company,25.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b
BANC,"Banc of California, Inc.",16,$795.6M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANC^C,"Banc of California, Inc.",25.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c
BANC^D,"Banc of California, Inc.",25.1399,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",24.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,6.64,$43.03B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,8.43,$46.63B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,8.1,$44.81B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,69.2,$11.33B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",29.05,$1.14B,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,7.82,$59.86B,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,21.9,$10.32B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",4.93,$71.16B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
SAN^A,"Banco Santander, S.A.",25.171,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
SAN^B,"Banco Santander, S.A.",23.2348,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
SAN^C,"Banco Santander, S.A.",25.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
SAN^I,"Banco Santander, S.A.",25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,35.6,$8.56B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,"BancorpSouth, Inc.",29.15,$2.73B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,22.16,$223.93B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,24.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a
BAC^C,Bank of America Corporation,25.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,24.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,21.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,25.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1166.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,25.57,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,25.63,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,19.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,19.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,24.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,22.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,22.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,86.63,$3.7B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,69.33,$44.77B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),29.02,$1.55B,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),47.99,$50.74B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),24.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),56.2,$67.89B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,"Bankrate, Inc.",10.65,$959.92M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,"BankUnited, Inc.",37.28,$3.88B,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,11.59,$49.09B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS^A,Barclays PLC,25.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^a
BCS^D,Barclays PLC,25.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,16.33,$322.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,14.67,$152.12M,1988,n/a,n/a,http://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",9.94,$457.96M,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",12.65,$919.43M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",47.57,$2.56B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,"Barracuda Networks, Inc.",22.96,$1.2B,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,15.49,$18.05B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",0.4532,$19.38M,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,43.99,$23.93B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,4.66,$981.93M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,46,$37.33B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,24.4229,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,23.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,23.2303,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,23.2799,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,23.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,17.6,$3.15B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,21.49,$358.43M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",43.44,$37.81B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",14,$463M,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",164.75,$34.98B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDC,Belden Inc,77.65,$3.27B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,110.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,0.8886,$218.83M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,13.45,$1.37B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",50.13,$4.7B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",29.15,$1.42B,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",35.55,$1.11B,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BBY,"Best Buy Co., Inc.",46.93,$14.89B,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BGCA,"BGC Partners, Inc.",25.744,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,38.34,$102.03B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,33.66,$89.58B,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",53.87,$2.4B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,459.25,$949.25M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,8.01,$482.2M,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
BIOA,BioAmber Inc.,5.29,$152.55M,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa
BIOA.WS,BioAmber Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bioa.ws
BIO,"Bio-Rad Laboratories, Inc.",178.71,$5.28B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,19.94,$1.41B,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,59.02,$3.14B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,65.96,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkhu
BKFS,"Black Knight Financial Services, Inc.",37.6,$5.79B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs
BSM,"Black Stone Minerals, L.P.",18.7,$3.57B,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm
BJZ,Blackrock California Municipal 2018 Term Trust,15.17,$97.59M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,14.33,$457.02M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,13.5,$595.64M,2004,n/a,n/a,http://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,12.89,$695.22M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.67,$1.35B,2003,n/a,n/a,http://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,12.58,$1.36B,2006,n/a,n/a,http://www.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",11.1,$691.58M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dsu
